addresscountryname,city_actual,rating_reviewcount,center1distance,center1label,center2distance,center2label,neighbourhood,price,price_night,s_city,starrating,rating2_ta,rating2_ta_reviewcount,accommodationtype,guestreviewsrating,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday
Hungary,Budapest,370,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,541,price for 4 nights,Budapest,4,4.5,2490,_ACCOM_TYPE@Hotel,4.4 /5,1,3202,0,0% no offer,2017,12,0,1
Hungary,Budapest,95,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,64,price for 1 night,Budapest,4,4.5,307,_ACCOM_TYPE@Apartment,4.4 /5,1,3203,1,50%-75% offer,2017,11,0,0
Hungary,Budapest,95,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,110,price for 1 night,Budapest,4,4.5,307,_ACCOM_TYPE@Apartment,4.4 /5,1,3203,1,15-50% offer,2017,12,0,1
Hungary,Budapest,95,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,672,price for 4 nights,Budapest,4,4.5,307,_ACCOM_TYPE@Apartment,4.4 /5,1,3203,0,0% no offer,2017,12,0,1
Hungary,Budapest,56,0.2 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,348,price for 4 nights,Budapest,3,2.5,22,_ACCOM_TYPE@Guest House,3.5 /5,1,3204,0,0% no offer,2017,12,0,1
Hungary,Budapest,56,0.2 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,580,price for 1 night,Budapest,3,2.5,22,_ACCOM_TYPE@Guest House,3.5 /5,1,3204,0,0% no offer,2018,2,1,0
Hungary,Budapest,56,0.2 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,580,price for 1 night,Budapest,3,2.5,22,_ACCOM_TYPE@Guest House,3.5 /5,1,3204,0,0% no offer,2018,5,1,0
Hungary,Budapest,56,0.2 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,580,price for 1 night,Budapest,3,2.5,22,_ACCOM_TYPE@Guest House,3.5 /5,1,3204,0,0% no offer,2018,1,1,0
Hungary,Budapest,56,0.2 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,580,price for 1 night,Budapest,3,2.5,22,_ACCOM_TYPE@Guest House,3.5 /5,1,3204,0,0% no offer,2018,4,1,0
Hungary,Budapest,56,0.2 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,580,price for 1 night,Budapest,3,2.5,22,_ACCOM_TYPE@Guest House,3.5 /5,1,3204,0,0% no offer,2018,3,1,0
Hungary,Budapest,56,0.2 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,58,price for 1 night,Budapest,3,2.5,22,_ACCOM_TYPE@Guest House,3.5 /5,1,3204,0,0% no offer,2017,12,0,1
Hungary,Budapest,15,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,348,price for 4 nights,Budapest,3,5,75,_ACCOM_TYPE@Apartment,4.9 /5,1,3205,0,0% no offer,2017,12,0,1
Hungary,Budapest,299,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,90,price for 1 night,Budapest,4,4,952,_ACCOM_TYPE@Hotel,3.9 /5,1,3206,1,15-50% offer,2018,1,1,0
Hungary,Budapest,299,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,91,price for 1 night,Budapest,4,4,952,_ACCOM_TYPE@Hotel,3.9 /5,1,3206,1,15-50% offer,2017,12,0,1
Hungary,Budapest,299,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,464,price for 4 nights,Budapest,4,4,952,_ACCOM_TYPE@Hotel,3.9 /5,1,3206,1,1-15% offer,2017,12,0,1
Hungary,Budapest,299,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,80,price for 1 night,Budapest,4,4,952,_ACCOM_TYPE@Hotel,3.9 /5,1,3206,1,15-50% offer,2017,11,0,0
Hungary,Budapest,299,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,90,price for 1 night,Budapest,4,4,952,_ACCOM_TYPE@Hotel,3.9 /5,1,3206,1,15-50% offer,2018,2,1,0
Hungary,Budapest,196,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,86,price for 1 night,Budapest,4,3.5,421,_ACCOM_TYPE@Hotel,3.4 /5,0,3207,1,15-50% offer,2017,11,0,0
Hungary,Budapest,196,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,90,price for 1 night,Budapest,4,3.5,421,_ACCOM_TYPE@Hotel,3.4 /5,0,3207,1,15-50% offer,2018,2,1,0
Hungary,Budapest,196,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,90,price for 1 night,Budapest,4,3.5,421,_ACCOM_TYPE@Hotel,3.4 /5,1,3207,1,15-50% offer,2018,1,1,0
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,92,price for 1 night,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,0,3208,1,75%+ offer ,2018,4,1,0
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,63,price for 1 night,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,0,3208,1,75%+ offer ,2017,11,0,0
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,51,price for 1 night,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,0,3208,1,75%+ offer ,2018,2,1,0
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,464,price for 1 night,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,0,3208,0,0% no offer,2017,11,1,0
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,51,price for 1 night,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,0,3208,1,75%+ offer ,2017,12,0,1
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,78,price for 1 night,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,0,3208,1,75%+ offer ,2018,6,1,0
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,78,price for 1 night,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,0,3208,1,75%+ offer ,2018,5,1,0
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,78,price for 1 night,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,0,3208,1,75%+ offer ,2018,3,1,0
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,51,price for 1 night,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,0,3208,1,75%+ offer ,2018,1,1,0
Hungary,Budapest,141,0.5 miles,City centre,0.7 miles,Vaci Street,Erzsebetvaros,255,price for 4 nights,Budapest,3,3,672,_ACCOM_TYPE@Hotel,3.4 /5,1,3208,1,75%+ offer ,2017,12,0,1
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,67,price for 1 night,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,0,3209,1,15-50% offer,2018,2,1,0
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,80,price for 1 night,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,1,3209,1,15-50% offer,2017,12,0,1
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,95,price for 1 night,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,0,3209,1,15-50% offer,2018,4,1,0
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,107,price for 1 night,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,0,3209,1,15-50% offer,2018,5,1,0
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,107,price for 1 night,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,0,3209,1,15-50% offer,2018,3,1,0
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,563,price for 1 night,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,0,3209,1,1-15% offer,2017,11,1,0
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,803,price for 1 night,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,0,3209,1,1-15% offer,2017,11,0,0
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,107,price for 1 night,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,0,3209,1,15-50% offer,2018,6,1,0
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,394,price for 4 nights,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,1,3209,1,15-50% offer,2017,12,0,1
Hungary,Budapest,150,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,67,price for 1 night,Budapest,4,4,1328,_ACCOM_TYPE@Hotel,4 /5,0,3209,1,15-50% offer,2018,1,1,0
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,596,price for 4 nights,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,1,3210,1,15-50% offer,2017,12,0,1
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,137,price for 1 night,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,0,3210,1,15-50% offer,2018,2,1,0
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,98,price for 1 night,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,1,3210,1,15-50% offer,2017,11,1,0
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,137,price for 1 night,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,0,3210,1,15-50% offer,2018,1,1,0
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,131,price for 1 night,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,0,3210,1,15-50% offer,2018,4,1,0
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,153,price for 1 night,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,0,3210,1,15-50% offer,2018,3,1,0
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,142,price for 1 night,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,1,3210,1,15-50% offer,2018,5,1,0
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,111,price for 1 night,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,1,3210,1,15-50% offer,2017,12,0,1
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,98,price for 1 night,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,1,3210,1,15-50% offer,2017,11,0,0
Hungary,Budapest,350,0.8 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,142,price for 1 night,Budapest,5,4,719,_ACCOM_TYPE@Hotel,4.4 /5,0,3210,1,15-50% offer,2018,6,1,0
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,55,price for 1 night,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,1,1-15% offer,2017,12,0,1
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,49,price for 1 night,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,1,1-15% offer,2018,1,1,0
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,53,price for 1 night,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,1,1-15% offer,2018,2,1,0
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,50,price for 1 night,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,1,1-15% offer,2017,11,0,0
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,94,price for 1 night,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,0,0% no offer,2018,4,1,0
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,256,price for 4 nights,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,1,15-50% offer,2017,12,0,1
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,74,price for 1 night,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,1,1-15% offer,2018,5,1,0
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,67,price for 1 night,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,1,1-15% offer,2017,11,1,0
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,77,price for 1 night,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,1,1-15% offer,2018,3,1,0
Hungary,Budapest,244,1.2 miles,City centre,1.3 miles,Vaci Street,Erzsebetvaros,74,price for 1 night,Budapest,4,3.5,2138,_ACCOM_TYPE@Hotel,3.7 /5,0,3211,1,1-15% offer,2018,6,1,0
Hungary,Budapest,119,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,96,price for 1 night,Budapest,3,4,374,_ACCOM_TYPE@Hotel,4.3 /5,0,3212,1,15-50% offer,2018,4,1,0
Hungary,Budapest,119,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,62,price for 1 night,Budapest,3,4,374,_ACCOM_TYPE@Hotel,4.3 /5,0,3212,1,15-50% offer,2018,1,1,0
Hungary,Budapest,119,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,96,price for 1 night,Budapest,3,4,374,_ACCOM_TYPE@Hotel,4.3 /5,0,3212,1,15-50% offer,2018,5,1,0
Hungary,Budapest,119,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,96,price for 1 night,Budapest,3,4,374,_ACCOM_TYPE@Hotel,4.3 /5,0,3212,1,15-50% offer,2018,3,1,0
Hungary,Budapest,119,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,74,price for 1 night,Budapest,3,4,374,_ACCOM_TYPE@Hotel,4.3 /5,0,3212,1,15-50% offer,2017,11,0,0
Hungary,Budapest,119,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,74,price for 1 night,Budapest,3,4,374,_ACCOM_TYPE@Hotel,4.3 /5,0,3212,1,15-50% offer,2017,12,0,1
Hungary,Budapest,119,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,80,price for 1 night,Budapest,3,4,374,_ACCOM_TYPE@Hotel,4.3 /5,0,3212,1,15-50% offer,2018,6,1,0
Hungary,Budapest,119,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,62,price for 1 night,Budapest,3,4,374,_ACCOM_TYPE@Hotel,4.3 /5,0,3212,1,15-50% offer,2018,2,1,0
Hungary,Budapest,337,0.3 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,90,price for 1 night,Budapest,3,4.5,864,_ACCOM_TYPE@Hotel,4.5 /5,1,3213,1,15-50% offer,2018,1,1,0
Hungary,Budapest,337,0.3 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,92,price for 1 night,Budapest,3,4.5,864,_ACCOM_TYPE@Hotel,4.5 /5,1,3213,1,15-50% offer,2017,11,0,0
Hungary,Budapest,337,0.3 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,124,price for 1 night,Budapest,3,4.5,864,_ACCOM_TYPE@Hotel,4.5 /5,1,3213,0,0% no offer,2017,12,0,1
Hungary,Budapest,337,0.3 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,90,price for 1 night,Budapest,3,4.5,864,_ACCOM_TYPE@Hotel,4.5 /5,1,3213,1,15-50% offer,2018,2,1,0
Hungary,Budapest,337,0.3 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,580,price for 1 night,Budapest,3,4.5,864,_ACCOM_TYPE@Hotel,4.5 /5,1,3213,0,0% no offer,2018,6,1,0
Hungary,Budapest,337,0.3 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,149,price for 1 night,Budapest,3,4.5,864,_ACCOM_TYPE@Hotel,4.5 /5,1,3213,0,0% no offer,2018,3,1,0
Hungary,Budapest,337,0.3 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,580,price for 1 night,Budapest,3,4.5,864,_ACCOM_TYPE@Hotel,4.5 /5,1,3213,0,0% no offer,2018,5,1,0
Hungary,Budapest,337,0.3 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,580,price for 1 night,Budapest,3,4.5,864,_ACCOM_TYPE@Hotel,4.5 /5,1,3213,0,0% no offer,2018,4,1,0
Hungary,Budapest,337,0.3 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,109,price for 1 night,Budapest,3,4.5,864,_ACCOM_TYPE@Hotel,4.5 /5,1,3213,0,0% no offer,2017,11,1,0
Hungary,Budapest,,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,121,price for 1 night,Budapest,4,4.5,24,_ACCOM_TYPE@Apartment,NA,1,3214,0,0% no offer,2018,5,1,0
Hungary,Budapest,,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,121,price for 1 night,Budapest,4,4.5,24,_ACCOM_TYPE@Apartment,NA,1,3214,0,0% no offer,2018,2,1,0
Hungary,Budapest,,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,150,price for 1 night,Budapest,4,4.5,24,_ACCOM_TYPE@Apartment,NA,1,3214,0,0% no offer,2017,12,0,1
Hungary,Budapest,,0.3 miles,City centre,0.4 miles,Vaci Street,Erzsebetvaros,121,price for 1 night,Budapest,4,4.5,24,_ACCOM_TYPE@Apartment,NA,1,3214,0,0% no offer,2018,1,1,0
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,56,price for 1 night,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,1,15-50% offer,2017,11,1,0
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,56,price for 1 night,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,1,15-50% offer,2017,11,0,0
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,301,price for 4 nights,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,0,0% no offer,2017,12,0,1
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,56,price for 1 night,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,1,15-50% offer,2018,4,1,0
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,75,price for 1 night,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,0,0% no offer,2018,2,1,0
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,75,price for 1 night,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,0,0% no offer,2018,6,1,0
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,75,price for 1 night,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,0,0% no offer,2018,3,1,0
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,40,price for 1 night,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,1,15-50% offer,2017,12,0,1
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,56,price for 1 night,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,1,15-50% offer,2018,5,1,0
Hungary,Budapest,6,0.4 miles,City centre,0.5 miles,Vaci Street,Erzsebetvaros,75,price for 1 night,Budapest,1.5,2,10,_ACCOM_TYPE@Hostel,2.5 /5,1,3215,0,0% no offer,2018,1,1,0
Hungary,Budapest,186,1.0 mile,City centre,1.1 miles,Vaci Street,Erzsebetvaros,155,price for 1 night,Budapest,4,4.5,686,_ACCOM_TYPE@Hotel,4.5 /5,1,3216,1,1-15% offer,2017,11,1,0
Hungary,Budapest,186,1.0 mile,City centre,1.1 miles,Vaci Street,Erzsebetvaros,114,price for 1 night,Budapest,4,4.5,686,_ACCOM_TYPE@Hotel,4.5 /5,0,3216,1,1-15% offer,2018,1,1,0
Hungary,Budapest,186,1.0 mile,City centre,1.1 miles,Vaci Street,Erzsebetvaros,175,price for 1 night,Budapest,4,4.5,686,_ACCOM_TYPE@Hotel,4.5 /5,0,3216,1,1-15% offer,2018,6,1,0
Hungary,Budapest,186,1.0 mile,City centre,1.1 miles,Vaci Street,Erzsebetvaros,128,price for 1 night,Budapest,4,4.5,686,_ACCOM_TYPE@Hotel,4.5 /5,1,3216,1,1-15% offer,2017,12,0,1
Hungary,Budapest,186,1.0 mile,City centre,1.1 miles,Vaci Street,Erzsebetvaros,585,price for 4 nights,Budapest,4,4.5,686,_ACCOM_TYPE@Hotel,4.5 /5,1,3216,1,1-15% offer,2017,12,0,1
Hungary,Budapest,186,1.0 mile,City centre,1.1 miles,Vaci Street,Erzsebetvaros,165,price for 1 night,Budapest,4,4.5,686,_ACCOM_TYPE@Hotel,4.5 /5,0,3216,1,1-15% offer,2018,4,1,0
Hungary,Budapest,186,1.0 mile,City centre,1.1 miles,Vaci Street,Erzsebetvaros,165,price for 1 night,Budapest,4,4.5,686,_ACCOM_TYPE@Hotel,4.5 /5,0,3216,1,1-15% offer,2018,5,1,0
Hungary,Budapest,186,1.0 mile,City centre,1.1 miles,Vaci Street,Erzsebetvaros,108,price for 1 night,Budapest,4,4.5,686,_ACCOM_TYPE@Hotel,4.5 /5,0,3216,1,1-15% offer,2017,11,0,0
Hungary,Budapest,186,1.0 mile,City centre,1.1 miles,Vaci Street,Erzsebetvaros,118,price for 1 night,Budapest,4,4.5,686,_ACCOM_TYPE@Hotel,4.5 /5,0,3216,1,1-15% offer,2018,2,1,0
Hungary,Budapest,2,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,28,price for 1 night,Budapest,1,2,4,_ACCOM_TYPE@Hostel,1 /5,1,3217,0,0% no offer,2017,11,1,0
Hungary,Budapest,2,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,22,price for 1 night,Budapest,1,2,4,_ACCOM_TYPE@Hostel,1 /5,1,3217,1,15-50% offer,2017,11,0,0
Hungary,Budapest,2,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,58,price for 1 night,Budapest,1,2,4,_ACCOM_TYPE@Hostel,1 /5,1,3217,0,0% no offer,2017,12,0,1
Hungary,Budapest,2,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,33,price for 1 night,Budapest,1,2,4,_ACCOM_TYPE@Hostel,1 /5,1,3217,0,0% no offer,2018,1,1,0
Hungary,Budapest,2,1.4 miles,City centre,1.5 miles,Vaci Street,Erzsebetvaros,250,price for 4 nights,Budapest,1,2,4,_ACCOM_TYPE@Hostel,1 /5,1,3217,0,0% no offer,2017,12,0,1
Hungary,Budapest,125,0.7 miles,City centre,0.8 miles,Vaci Street,Erzsebetvaros,52,price for 1 night,Budapest,3,4,997,_ACCOM_TYPE@Hotel,4.1 /5,0,3218,1,15-50% offer,2017,11,0,0
Hungary,Budapest,125,0.7 miles,City centre,0.8 miles,Vaci Street,Erzsebetvaros,49,price for 1 night,Budapest,3,4,997,_ACCOM_TYPE@Hotel,4.1 /5,0,3218,1,15-50% offer,2018,1,1,0
Hungary,Budapest,125,0.7 miles,City centre,0.8 miles,Vaci Street,Erzsebetvaros,70,price for 1 night,Budapest,3,4,997,_ACCOM_TYPE@Hotel,4.1 /5,0,3218,1,15-50% offer,2017,12,0,1
Hungary,Budapest,125,0.7 miles,City centre,0.8 miles,Vaci Street,Erzsebetvaros,60,price for 1 night,Budapest,3,4,997,_ACCOM_TYPE@Hotel,4.1 /5,0,3218,1,15-50% offer,2018,2,1,0
Hungary,Budapest,99,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,61,price for 1 night,Budapest,3,3,363,_ACCOM_TYPE@Hotel,3.5 /5,0,3219,1,15-50% offer,2018,6,1,0
Hungary,Budapest,99,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,45,price for 1 night,Budapest,3,3,363,_ACCOM_TYPE@Hotel,3.5 /5,0,3219,1,15-50% offer,2017,12,0,1
Hungary,Budapest,99,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,43,price for 1 night,Budapest,3,3,363,_ACCOM_TYPE@Hotel,3.5 /5,0,3219,1,15-50% offer,2018,3,1,0
Hungary,Budapest,99,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,61,price for 1 night,Budapest,3,3,363,_ACCOM_TYPE@Hotel,3.5 /5,0,3219,1,15-50% offer,2018,5,1,0
Hungary,Budapest,99,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,61,price for 1 night,Budapest,3,3,363,_ACCOM_TYPE@Hotel,3.5 /5,0,3219,1,15-50% offer,2018,4,1,0
Hungary,Budapest,99,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,43,price for 1 night,Budapest,3,3,363,_ACCOM_TYPE@Hotel,3.5 /5,0,3219,1,15-50% offer,2018,2,1,0
Hungary,Budapest,99,0.9 miles,City centre,1.0 mile,Vaci Street,Erzsebetvaros,43,price for 1 night,Budapest,3,3,363,_ACCOM_TYPE@Hotel,3.5 /5,0,3219,1,15-50% offer,2018,1,1,0
Hungary,Budapest,73,0.7 miles,City centre,0.8 miles,Vaci Street,Erzsebetvaros,62,price for 1 night,Budapest,3,4.5,156,_ACCOM_TYPE@Hotel,4.3 /5,1,3220,1,1-15% offer,2018,1,1,0
Hungary,Budapest,73,0.7 miles,City centre,0.8 miles,Vaci Street,Erzsebetvaros,57,price for 1 night,Budapest,3,4.5,156,_ACCOM_TYPE@Hotel,4.3 /5,1,3220,1,1-15% offer,2017,11,0,0
Hungary,Budapest,73,0.7 miles,City centre,0.8 miles,Vaci Street,Erzsebetvaros,67,price for 1 night,Budapest,3,4.5,156,_ACCOM_TYPE@Hotel,4.3 /5,1,3220,1,1-15% offer,2018,4,1,0
Hungary,Budapest,73,0.7 miles,City centre,0.8 miles,Vaci Street,Erzsebetvaros,55,price for 1 night,Budapest,3,4.5,156,_ACCOM_TYPE@Hotel,4.3 /5,1,3220,1,1-15% offer,2017,12,0,1
